,Date,Transaction,Name,Amount,Vendor
467,8/13/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-18.49,Kroger
468,8/15/2018,DEBIT,DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY,-20.0,Great Clips
469,8/15/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-8.51,Kroger
470,8/15/2018,DEBIT,DEBIT PURCHASE -VISA Audible         Amzn.com/bilNJ,-15.85,Audible
471,8/16/2018,DEBIT,DEBIT PURCHASE -VISA (800)6836346 VenVENDINI.COM CA,-78.46,Vendini
472,8/16/2018,DEBIT,DEBIT PURCHASE -VISA USA*AVI FOOD SYSWARREN      OH,-0.95,US Bank
473,8/17/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1511.06,Conduent
474,8/17/2018,DEBIT,DEBIT PURCHASE -VISA POSTMATES STARBUHTTPSPOSTMATCA,-6.82,Postmates
475,8/17/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-43.58,Kroger
476,8/20/2018,DEBIT,DEBIT PURCHASE -VISA PAZZOS PIZZA PUBLEXINGTON   KY,-53.9,Pazzos
477,8/20/2018,DEBIT,DEBIT PURCHASE -VISA INSOMNIA COOKIES877-632-6654KY,-13.19,Insomia Cookies
478,8/20/2018,DEBIT,DEBIT PURCHASE -VISA BOYD THORNTON   LEXINGTON   KY,-88.0,Boyd Thornton
479,8/20/2018,DEBIT,DEBIT PURCHASE -VISA GAMESTOP #839   LEXINGTON   KY,-42.39,Gamestop
480,8/20/2018,DEBIT,DEBIT PURCHASE -VISA TARGET        00LEXINGTON   KY,-7.08,Target
481,8/20/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-15.51,Kroger
482,8/20/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-2.99,Kroger
483,8/21/2018,DEBIT,DEBIT PURCHASE -VISA PAYPAL *BLIZZARD402-935-7733CA,-14.99,PayPal
484,8/21/2018,DEBIT,DEBIT PURCHASE -VISA THE SPORT & SOCI859-6185271 KY,-73.14,The Village Idiot
485,8/22/2018,DEBIT,DEBIT PURCHASE -VISA LOWES #00507*   LEXINGTON   KY,-47.58,Lowes
486,8/22/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #347     LEXINGTON   KY,-13.55,Kroger
487,8/23/2018,DEBIT,DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY,-129.64,Blue Grass Energy
488,8/23/2018,DEBIT,DEBIT PURCHASE -VISA TARGET.COM  *   800-591-3869MN,-40.46,Target
489,8/23/2018,DEBIT,DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA,-2.19,PayPal
490,8/23/2018,DEBIT,DEBIT PURCHASE -VISA EYEBUYDIRECT INC512-241-0654TX,-5.95,Eyebuydirect
491,8/23/2018,DEBIT,WEB AUTHORIZED PMT CAPITAL ONE,-141.6,Capital One
492,8/24/2018,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US    Amzn.com/bilWA,-13.99,Amazon
493,8/24/2018,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE LEXINGTON   KY,-4.39,Starbucks
494,8/24/2018,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US    Amzn.com/bilWA,-12.99,Amazon
495,8/24/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-7.41,Kroger
496,8/24/2018,DEBIT,ELECTRONIC WITHDRAWAL PARK FCU,-199.09,Park FCU
497,8/27/2018,DEBIT,DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8107CA,-14.99,HBO
498,8/27/2018,DEBIT,DEBIT PURCHASE -VISA POSTMATES STARBUHTTPSPOSTMATCA,-12.43,Postmates
499,8/27/2018,DEBIT,DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY,-31.77,Costco
500,8/27/2018,DEBIT,DEBIT PURCHASE -VISA LIQUOR BARN - HALEXINGTON   KY,-63.59,North Li
501,8/27/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com      Amzn.com/bilWA,-15.77,Amazon
502,8/27/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-20.33,Kroger
503,8/27/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-13.23,Kroger
504,8/27/2018,DEBIT,WEB AUTHORIZED PMT PL*LeinbachCompa,-36.03,Leinbach Rent
505,8/31/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1577.81,Conduent
506,8/31/2018,DEBIT,DEBIT PURCHASE -VISA STARBUCKS       800-782-7282WA,-25.0,Starbucks
507,9/4/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-12.0,Humble
508,9/4/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-33.27,Kroger
509,9/4/2018,DEBIT,DEBIT PURCHASE -VISA BARNES & NOBLE #LEXINGTON   KY,-16.96,Liquor Barn
510,9/5/2018,DEBIT,WEB AUTHORIZED PMT PL*LeinbachCompa,-775.0,Leinbach Rent
511,9/6/2018,DEBIT,DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI,-25.19,Delta Dental
512,9/6/2018,DEBIT,DEBIT PURCHASE - VISA Amazon Subscriptamzn.com/bilWA,-3.99,Amazon
513,9/10/2018,DEBIT,DEBIT PURCHASE -VISA SUITE SOLUTIONS 419-4756538 OH,-122.77,Suite Solutions
514,9/10/2018,DEBIT,DEBIT PURCHASE -VISA STEAMGAMES.COM 4425-8899642 WA,-8.98,Steam
515,9/10/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-15.89,Kroger
516,9/10/2018,DEBIT,DEBIT PURCHASE -VISA PAYPAL *BLIZZARD402-935-7733CA,-25.0,PayPal
517,9/10/2018,DEBIT,DEBIT PURCHASE -VISA MARATHON PETRO88LEXINGTON   KY,-10.0,Marathon
518,9/10/2018,DEBIT,DEBIT PURCHASE -VISA ROKU CHANNEL STO816-272-8107CA,-10.99,El Taco Luchador
519,9/10/2018,DEBIT,DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY,-10.59,Spotify
520,9/10/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-15.98,Kroger
521,9/11/2018,DEBIT,DEBIT PURCHASE - VISA DSC*DOLLAR SHAVE866-2232780 CA,-3.0,Dollar Shave Club
522,9/12/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com      Amzn.com/bilWA,-45.46,Amazon
523,9/12/2018,DEBIT,DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY,-20.0,Great Clips
524,9/12/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-15.01,Kroger
525,9/12/2018,DEBIT,DEBIT PURCHASE -VISA HOPCAT LEXINGTONLEXINGTON   KY,-8.0,Lexington Sport Social Club
526,9/13/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-1.0,Humble
527,9/14/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1606.17,Conduent
528,9/17/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-9.98,Kroger
529,9/17/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com      Amzn.com/bilWA,-12.71,Amazon
530,9/17/2018,DEBIT,DEBIT PURCHASE -VISA COSTCO WHSE #115LEXINGTON   KY,-56.36,Costco
531,9/17/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-15.53,Kroger
532,9/17/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-18.01,Kroger
533,9/17/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-8.99,Humble
534,9/17/2018,DEBIT,DEBIT PURCHASE -VISA Audible US      888-283-5051NJ,-15.85,Audible
535,9/17/2018,DEBIT,DEBIT PURCHASE - VISA HLU*Hulu 2571169HULU.COM/BILCA,-5.99,Hulu
536,9/17/2018,DEBIT,DEBIT PURCHASE -VISA IKEA WEST CHESTEWEST CHESTEROH,-22.24,West Main
537,9/17/2018,DEBIT,DEBIT PURCHASE -VISA HONEYWOOD RESTAULEXINGTON   KY,-110.0,Capital One
538,9/17/2018,DEBIT,DEBIT PURCHASE -VISA WHOLEFDS LXG#105LEXINGTON   KY,-19.07,Lexington Sport Social Club
539,9/17/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-27.54,Kroger
540,9/17/2018,DEBIT,WEB AUTHORIZED PMT DEPT EDUCATION,-98.53,Dept of Education
541,9/18/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-5.25,Kroger
542,9/18/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-15.0,Humble
543,9/20/2018,DEBIT,DEBIT PURCHASE -VISA AMZN Install*MT9AMZN.COM/BILWA,-28.6,Amazon
544,9/20/2018,DEBIT,DEBIT PURCHASE -VISA OFFICE DEPOT #11800-463-3768OH,-169.59,Dept of Education
545,9/20/2018,DEBIT,DEBIT PURCHASE -VISA LEXPARK WEB     859-231-7275KY,-50.0,Park FCU
546,9/20/2018,DEBIT,Vehicle Registration,-138.14,Vehicle Registration
547,9/21/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com*MT33BAmzn.com/bilWA,-61.47,Amazon
548,9/21/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com*MT6LZAmzn.com/bilWA,-8.35,Amazon
549,9/21/2018,DEBIT,DEBIT PURCHASE -VISA PAYPAL *BLIZZARD402-935-7733CA,-14.99,PayPal
550,9/24/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-2.49,Kroger
551,9/24/2018,DEBIT,DEBIT PURCHASE -VISA SAMS CLUB #8188 LEXINGTON   KY,-44.88,Sams Club
552,9/24/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #407     LEXINGTON   KY,-6.7,Kroger
553,9/24/2018,DEBIT,DEBIT PURCHASE -VISA STARBUCKS       800-782-7282WA,-25.0,Starbucks
554,9/24/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #407     LEXINGTON   KY,-40.9,Kroger
555,9/24/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #840LEXINGTON   KY,-46.22,Kroger
556,9/24/2018,DEBIT,DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA,-2.19,PayPal
557,9/24/2018,DEBIT,DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY,-74.89,Blue Grass Energy
558,9/24/2018,DEBIT,DEBIT PURCHASE -VISA PAYPAL *CRUNCHYR402-935-7733CA,-6.95,PayPal
559,9/24/2018,DEBIT,ELECTRONIC WITHDRAWAL PARK FCU,-199.09,Park FCU
560,9/25/2018,DEBIT,DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8107CA,-14.99,HBO
561,9/28/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1765.19,Conduent
562,9/28/2018,DEBIT,DEBIT PURCHASE -VISA APPLIANCE WAREHO972-4169511 TX,-37.05,North Li
563,9/28/2018,DEBIT,WEB AUTHORIZED PMT CAPITAL ONE,-7.0,Capital One
564,10/1/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com*MT3MEAmzn.com/bilWA,-42.38,Amazon
565,10/1/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-12.0,Humble
566,10/1/2018,DEBIT,DEBIT PURCHASE - VISA EA *ORIGIN.COM  help.ea.com CA,-63.59,El Taco Luchador
567,10/1/2018,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*MT4Amzn.com/bilWA,-37.97,Amazon
568,10/1/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com*MT8EXAmzn.com/bilWA,-6.67,Amazon
569,10/3/2018,DEBIT,DEBIT PURCHASE -VISA PAYPAL *NBCSPORT402-935-7733CT,-49.99,PayPal
570,10/3/2018,DEBIT,WEB AUTHORIZED PMT PL*LeinbachCompa,-780.99,Leinbach Rent
571,10/9/2018,DEBIT,DEBIT PURCHASE -VISA DELTA DENTAL OF OKEMOS      MI,-25.19,Delta Dental
572,10/9/2018,DEBIT,DEBIT PURCHASE - VISA Amazon Subsc*MT7amzn.com/bilWA,-3.99,Amazon
573,10/9/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-12.0,Humble
574,10/9/2018,DEBIT,DEBIT PURCHASE -VISA Amazon.com*MT886Amzn.com/bilWA,-20.91,Amazon
575,10/9/2018,DEBIT,DEBIT PURCHASE - VISA Spotify USA     646-8375380 NY,-10.59,Spotify
576,10/9/2018,DEBIT,WEB AUTHORIZED PMT CHASE CREDIT CRD,-200.0,Chase
577,10/9/2018,DEBIT,WEB AUTHORIZED PMT CHASE CREDIT CRD,-300.0,Chase
578,10/9/2018,DEBIT,WEB AUTHORIZED PMT VENMO,-2500.0,Venmo
579,10/10/2018,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*MT1Amzn.com/bilWA,-14.99,Amazon
580,10/10/2018,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*MT1Amzn.com/bilWA,-8.73,Amazon
581,10/10/2018,DEBIT,DEBIT PURCHASE -VISA AMZN MKTP US*MT6AMZN.COM/BILWA,-8.99,Amazon
582,10/11/2018,DEBIT,DEBIT PURCHASE -VISA PP*HUMBLEBUNDL H402-935-7733CA,-8.0,Humble
583,10/11/2018,DEBIT,DEBIT PURCHASE -VISA USA*AVI FOOD SYSWARREN      OH,-1.0,US Bank
584,10/11/2018,DEBIT,DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY,-20.0,Great Clips
585,10/11/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-5.58,Kroger
586,10/12/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1687.22,Conduent
587,10/12/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-24.2,Kroger
588,10/12/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-34.97,Kroger
589,10/15/2018,DEBIT,DEBIT PURCHASE -VISA APPLIANCE WAREHO972-4169511 TX,-52.05,North Li
590,10/15/2018,DEBIT,DEBIT PURCHASE -VISA VIOC 040022     LEXINGTON   KY,-114.54,Lexington Sport Social Club
591,10/15/2018,DEBIT,DEBIT PURCHASE -VISA AT HOME STORE #2LEXINGTON   KY,-4.23,Lexington Sport Social Club
592,10/15/2018,DEBIT,DEBIT PURCHASE -VISA ROSS STORES #173LEXINGTON   KY,-11.65,Lexington Sport Social Club
593,10/15/2018,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*M85Amzn.com/bilWA,-14.33,Amazon
594,10/15/2018,DEBIT,DEBIT PURCHASE - VISA HLU*Hulu 2571169HULU.COM/BILCA,-5.99,Hulu
595,10/15/2018,DEBIT,DEBIT PURCHASE -VISA SAMS CLUB #8188 LEXINGTON   KY,-38.87,Sams Club
596,10/15/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-2.49,Kroger
597,10/15/2018,DEBIT,DEBIT PURCHASE -VISA Audible US      888-283-5051NJ,-15.85,Audible
598,10/16/2018,DEBIT,DEBIT PURCHASE -VISA USA*AVI FOOD SYSWARREN      OH,-0.95,US Bank
599,10/16/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-23.16,Kroger
600,10/16/2018,DEBIT,WEB AUTHORIZED PMT DEPT EDUCATION,-98.53,Dept of Education
601,10/17/2018,DEBIT,DEBIT PURCHASE -VISA AMZN Mktp US*MT1Amzn.com/bilWA,-27.99,Amazon
602,10/17/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-37.53,Kroger
603,10/19/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-24.25,Kroger
604,10/22/2018,DEBIT,DEBIT PURCHASE -VISA AMZN Install*M80AMZN.COM/BILWA,-22.0,Amazon
605,10/22/2018,DEBIT,DEBIT PURCHASE - VISA STEAMGAMES.COM  425-889-9642WA,-19.99,Steam
606,10/23/2018,DEBIT,DEBIT PURCHASE - VISA PAYPAL *MUMBLEBO402-935-7733CA,-2.19,PayPal
607,10/24/2018,DEBIT,DEBIT PURCHASE -VISA BLUE GRASS ENERG888-5464243 KY,-93.9,Blue Grass Energy
608,10/24/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #721     LEXINGTON   KY,-11.62,Kroger
609,10/24/2018,DEBIT,ELECTRONIC WITHDRAWAL PARK FCU,-199.09,Park FCU
610,10/25/2018,DEBIT,DEBIT PURCHASE -VISA ROKU FOR HBO    816-272-8107CA,-14.99,HBO
611,10/26/2018,CREDIT,ELECTRONIC DEPOSIT Conduent Bus Svc,1668.45,Conduent
612,10/29/2018,DEBIT,DEBIT PURCHASE -VISA STARBUCKS STORE LEXINGTON   KY,-4.29,Starbucks
613,10/29/2018,DEBIT,DEBIT PURCHASE -VISA STEAMGAMES.COM 4425-8899642 WA,-15.89,Steam
614,10/29/2018,DEBIT,DEBIT PURCHASE -VISA JetBrains Americ165-05772345CA,-66.04,BR Factory
615,10/29/2018,DEBIT,DEBIT PURCHASE -VISA KROGER #407     LEXINGTON   KY,-44.06,Kroger
616,10/29/2018,DEBIT,DEBIT PURCHASE -VISA SUPER QUIK  9   ASHLAND     KY,-16.0,Air and Vacuum
617,10/30/2018,DEBIT,DEBIT PURCHASE -VISA STARBUCKS       800-782-7282WA,-25.0,Starbucks
618,11/1/2018,DEBIT,DEBIT PURCHASE -VISA KROGER FUEL #872LEXINGTON   KY,-35.77,Kroger
619,11/2/2018,DEBIT,DEBIT PURCHASE -VISA 1170 GREAT CLIPSLEXINGTON   KY,-20.0,Great Clips
620,11/2/2018,DEBIT,WEB AUTHORIZED PMT PL*LeinbachCompa,-819.92,Leinbach Rent
